Pressure,Temp1_F,Humidity,Temp2_F,Floor
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.04,1
98.86,71.24,32.00,77.00,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.00,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.05,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.05,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.05,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.05,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.05,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.87,71.24,32.00,77.05,1
98.86,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.00,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.05,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.87,71.24,32.00,77.04,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.86,71.24,32.00,76.98,1
98.86,71.24,32.00,77.00,1
98.87,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.86,71.24,32.00,77.02,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.00,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.00,77.04,1
98.86,71.24,32.00,77.04,1
98.87,71.24,32.00,77.04,1
98.87,71.24,32.00,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,76.98,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.00,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.05,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.05,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.05,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.86,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.02,1
98.87,71.24,32.10,77.02,1
98.86,71.24,32.10,77.02,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.04,1
98.87,71.24,32.10,77.00,1
98.87,71.24,32.10,77.02,1
